shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
E31:N23,9312,47.594332,-122.319775,87355.1
E31:N23,9313,47.594222,-122.320374,87508.2
E31:N23,9314,47.5941,-122.320972,87662.3
E31:N23,9315,47.593936,-122.321559,87819.0
E31:N23,9316,47.593728,-122.322133,87979.7
E31:N23,9317,47.593512,-122.322703,88140.9
E31:N23,9318,47.593295,-122.323273,88302.3
E31:N23,9319,47.593084,-122.323845,88463.1
E31:N23,9320,47.5929,-122.324426,88621.4
E31:N23,9321,47.592747,-122.325017,88777.5
E31:N23,9322,47.592629,-122.325615,88931.2
E31:N23,9323,47.592605,-122.326223,89081.5
E31:N23,9324,47.592782,-122.326801,89238.1
E31:N23,9325,47.593258,-122.327159,89432.9
E31:N23,9326,47.593829,-122.327374,89647.8
E31:N23,9327,47.594399,-122.32759,89862.4
E31:N23,9328,47.59497,-122.327805,90077.3
E31:N23,9329,47.595556,-122.327965,90294.7
E31:N23,9330,47.596165,-122.327951,90516.9
E31:N23,9331,47.596775,-122.327946,90739.4
E31:N23,9332,47.597385,-122.327944,90961.9
E31:N23,9333,47.597856,-122.327943,91133.7
E31:N23,9334,47.598431,-122.327919,91343.5
E31:N23,9335,47.598938,-122.327919,91528.4
E31:N23,9336,47.599194,-122.327927,91621.8
E31:N23,9337,47.599558,-122.327935,91754.6
E31:N23,9338,47.59976,-122.327952,91828.4
E31:N23,9339,47.599929,-122.327996,91891.0
E31:N23,9340,47.600019,-122.328031,91924.9
E31:N23,9341,47.600107,-122.328075,91958.8
E31:N23,9342,47.600265,-122.328177,92021.7
E31:N23,9343,47.600413,-122.328306,92084.4
E31:N23,9344,47.600551,-122.328459,92147.3
E31:N23,9345,47.600631,-122.328565,92186.5
E31:N23,9346,47.600726,-122.328707,92235.8
E31:N23,9347,47.601789,-122.33036,92798.5
E31:N23,9348,47.601935,-122.330559,92870.9
E31:N23,9349,47.60206,-122.330695,92927.5
E31:N23,9350,47.6031,-122.331648,93373.8
E31:N23,9351,47.603431,-122.331918,93511.7
E31:N23,9352,47.603576,-122.332045,93573.2
E31:N23,9353,47.604241,-122.33266,93859.3
E31:N23,9354,47.606897,-122.335087,94998.2
E31:N23,9355,47.607016,-122.335201,95049.9
E31:N23,9356,47.607305,-122.335496,95178.0
E31:N23,9357,47.608281,-122.33639,95596.8
E31:N23,9358,47.608705,-122.336744,95774.4
E31:N23,9359,47.610078,-122.337994,96362.5
E31:N23,9360,47.610192,-122.338086,96409.9
E31:N23,9361,47.610296,-122.338146,96450.6
E31:N23,9362,47.610403,-122.338181,96490.6
E31:N23,9363,47.610513,-122.338192,96530.8
E31:N23,9364,47.610595,-122.338184,96560.8
E31:N23,9365,47.610686,-122.338159,96594.6
E31:N23,9366,47.610773,-122.338117,96628.0
E31:N23,9367,47.610848,-122.338066,96658.1
E31:N23,9368,47.610918,-122.338003,96688.0
E31:N23,9369,47.610991,-122.337918,96721.9
E31:N23,9370,47.611049,-122.337832,96751.9
E31:N23,9371,47.611108,-122.337721,96786.7
E31:N23,9372,47.61117,-122.337581,96828.0
E31:N23,9373,47.61183,-122.336005,97285.2
E31:N23,9374,47.612067,-122.335482,97440.5
E31:N23,9375,47.613495,-122.332068,98430.7
E31:N23,9376,47.613608,-122.33179,98510.7
E31:N23,9377,47.613685,-122.331558,98574.4
E31:N23,9378,47.613722,-122.331414,98612.4
E31:N23,9379,47.613753,-122.331266,98650.6
E31:N23,9380,47.613777,-122.331116,98688.6
E31:N23,9381,47.613793,-122.330964,98726.5
E31:N23,9382,47.613805,-122.330697,98792.5
E31:N23,9383,47.613795,-122.33043,98858.5
E31:N23,9384,47.613779,-122.330269,98898.6
E31:N23,9385,47.613751,-122.330071,98948.5
E31:N23,9386,47.613487,-122.328353,99383.1
E31:N23,9387,47.613437,-122.328006,99470.6
E31:N23,9388,47.613399,-122.327675,99553.4
E31:N23,9389,47.613377,-122.327412,99618.8
E31:N23,9390,47.613363,-122.327147,99684.4
E31:N23,9391,47.613355,-122.326882,99749.8
E31:N23,9392,47.613355,-122.326617,99815.2
E31:N23,9393,47.613362,-122.326352,99880.6
E31:N23,9394,47.613376,-122.326088,99945.9
E31:N23,9395,47.613397,-122.325824,100011.5
E31:N23,9396,47.613425,-122.325563,100076.7
E31:N23,9397,47.613461,-122.325303,100142.2
E31:N23,9398,47.613503,-122.325045,100207.7
E31:N23,9399,47.613552,-122.32479,100273.1
E31:N23,9400,47.613609,-122.324538,100338.6
E31:N23,9401,47.613672,-122.32429,100403.9
E31:N23,9402,47.613741,-122.324045,100469.4
E31:N23,9403,47.613817,-122.323805,100534.8
E31:N23,9404,47.6139,-122.32357,100600.2
E31:N23,9405,47.613989,-122.323339,100665.8
E31:N23,9406,47.614084,-122.323115,100731.0
E31:N23,9407,47.614185,-122.322895,100796.6
E31:N23,9408,47.614292,-122.322682,100862.0
E31:N23,9409,47.614404,-122.322476,100927.2
E31:N23,9410,47.614522,-122.322276,100992.7
E31:N23,9411,47.614646,-122.322084,101058.2
E31:N23,9412,47.614774,-122.321899,101123.5
E31:N23,9413,47.614908,-122.321721,101189.2
E31:N23,9414,47.615046,-122.321552,101254.6
E31:N23,9415,47.615188,-122.321391,101319.9
E31:N23,9416,47.615335,-122.321239,101385.3
E31:N23,9417,47.615486,-122.321095,101450.8
E31:N23,9418,47.61564,-122.320961,101516.0
E31:N23,9419,47.615798,-122.320836,101581.4
E31:N23,9420,47.61596,-122.32072,101647.1
E31:N23,9421,47.616124,-122.320613,101712.5
E31:N23,9422,47.616291,-122.320517,101777.9
E31:N23,9423,47.616461,-122.320431,101843.4
E31:N23,9424,47.616632,-122.320354,101908.6
E31:N23,9425,47.616806,-122.320288,101974.1
E31:N23,9426,47.616981,-122.320232,102039.4
E31:N23,9427,47.617158,-122.320187,102104.9
E31:N23,9428,47.617336,-122.320152,102170.4
E31:N23,9429,47.617514,-122.320127,102235.6
E31:N23,9430,47.617741,-122.320112,102318.5
E31:N23,9431,47.617981,-122.32011,102406.0
E31:N23,9432,47.620069,-122.320141,103167.7
E31:N23,9433,47.620396,-122.320128,103287.0
E31:N23,9434,47.620607,-122.320107,103364.1
E31:N23,9435,47.620817,-122.320077,103441.1
E31:N23,9436,47.621026,-122.320038,103517.9
E31:N23,9437,47.621235,-122.319989,103595.1
E31:N23,9438,47.621442,-122.319931,103671.9
E31:N23,9439,47.621648,-122.319864,103748.8
E31:N23,9440,47.621853,-122.319788,103825.9
E31:N23,9441,47.622056,-122.319702,103902.9
E31:N23,9442,47.622257,-122.319607,103979.9
E31:N23,9443,47.622456,-122.319504,104056.8
E31:N23,9444,47.622653,-122.319391,104133.9
E31:N23,9445,47.622847,-122.31927,104210.7
E31:N23,9446,47.623039,-122.319141,104287.6
E31:N23,9447,47.623228,-122.319002,104364.6
E31:N23,9448,47.62346,-122.318819,104460.5
E31:N23,9449,47.637545,-122.307281,110333.3
E31:N23,9450,47.63795,-122.306959,110501.0
E31:N23,9451,47.638286,-122.306705,110638.6
E31:N23,9452,47.638626,-122.306461,110776.4
E31:N23,9453,47.638968,-122.306226,110913.9
E31:N23,9454,47.639314,-122.306001,111051.8
E31:N23,9455,47.639662,-122.305785,111189.5
E31:N23,9456,47.640013,-122.30558,111327.1
E31:N23,9457,47.640367,-122.305384,111465.0
E31:N23,9458,47.640723,-122.305199,111602.6
E31:N23,9459,47.641081,-122.305023,111740.2
E31:N23,9460,47.641442,-122.304857,111878.1
E31:N23,9461,47.641805,-122.304702,112015.9
E31:N23,9462,47.642169,-122.304557,112153.4
E31:N23,9463,47.642536,-122.304422,112291.3
E31:N23,9464,47.642904,-122.304298,112429.0
E31:N23,9465,47.643273,-122.304183,112566.6
E31:N23,9466,47.643644,-122.30408,112704.3
E31:N23,9467,47.644017,-122.303986,112842.3
E31:N23,9468,47.64439,-122.303904,112979.9
E31:N23,9469,47.644765,-122.303831,113117.9
E31:N23,9470,47.64514,-122.30377,113255.5
E31:N23,9471,47.645516,-122.303719,113393.2
E31:N23,9472,47.645892,-122.303678,113530.7
E31:N23,9473,47.646269,-122.303648,113668.4
E31:N23,9474,47.646647,-122.303628,113806.4
E31:N23,9475,47.647024,-122.30362,113943.9
E31:N23,9476,47.647539,-122.303625,114131.8
E31:N23,9477,47.650312,-122.303696,115143.4
E31:N23,9478,47.652679,-122.303766,116007.0
E31:N23,9479,47.652945,-122.303786,116104.2
E31:N23,9480,47.653164,-122.303818,116184.5
E31:N23,9481,47.653339,-122.303856,116249.0
E31:N23,9482,47.653513,-122.303904,116313.6
E31:N23,9483,47.653685,-122.303962,116377.9
E31:N23,9484,47.653856,-122.30403,116442.5
E31:N23,9485,47.654024,-122.304109,116506.8
E31:N23,9486,47.65419,-122.304198,116571.2
E31:N23,9487,47.654354,-122.304296,116635.7
E31:N23,9488,47.654515,-122.304404,116700.2
E31:N23,9489,47.654673,-122.304522,116764.8
E31:N23,9490,47.654827,-122.304649,116829.1
E31:N23,9491,47.654978,-122.304785,116893.6
E31:N23,9492,47.655125,-122.30493,116958.0
E31:N23,9493,47.655268,-122.305083,117022.4
E31:N23,9494,47.655407,-122.305245,117086.9
E31:N23,9495,47.655541,-122.305415,117151.3
E31:N23,9496,47.65567,-122.305593,117215.6
E31:N23,9497,47.655795,-122.305779,117280.3
E31:N23,9498,47.655914,-122.305972,117344.7
E31:N23,9499,47.656028,-122.306171,117409.0
E31:N23,9500,47.656137,-122.306378,117473.7
E31:N23,9501,47.656239,-122.30659,117537.8
E31:N23,9502,47.656336,-122.306809,117602.3
E31:N23,9503,47.656427,-122.307033,117666.7
E31:N23,9504,47.656512,-122.307263,117731.3
E31:N23,9505,47.65659,-122.307497,117795.6
E31:N23,9506,47.656662,-122.307736,117860.1
E31:N23,9507,47.656727,-122.307979,117924.5
E31:N23,9508,47.656786,-122.308225,117988.8
E31:N23,9509,47.656838,-122.308475,118053.3
E31:N23,9510,47.656884,-122.308729,118118.1
E31:N23,9511,47.656934,-122.309048,118198.8
E31:N23,9512,47.657285,-122.311442,118802.5
E31:N23,9513,47.657323,-122.31167,118860.4
E31:N23,9514,47.657366,-122.311869,118911.9
E31:N23,9515,47.65741,-122.312042,118957.5
E31:N23,9516,47.657462,-122.312211,119003.3
E31:N23,9517,47.657519,-122.312376,119049.0
E31:N23,9518,47.657583,-122.312535,119094.6
E31:N23,9519,47.657653,-122.312689,119140.3
E31:N23,9520,47.657728,-122.312837,119185.9
E31:N23,9521,47.657809,-122.312978,119231.5
E31:N23,9522,47.657895,-122.313112,119277.0
E31:N23,9523,47.657986,-122.313239,119322.6
E31:N23,9524,47.658082,-122.313358,119368.3
E31:N23,9525,47.658182,-122.313469,119413.9
E31:N23,9526,47.658287,-122.313572,119459.8
E31:N23,9527,47.658395,-122.313665,119505.4
E31:N23,9528,47.658506,-122.31375,119551.0
E31:N23,9529,47.658621,-122.313824,119596.7
E31:N23,9530,47.658738,-122.31389,119642.4
E31:N23,9531,47.658857,-122.313945,119687.9
E31:N23,9532,47.658979,-122.313991,119733.8
E31:N23,9533,47.659101,-122.314026,119779.1
E31:N23,9534,47.659225,-122.31405,119824.7
E31:N23,9535,47.65935,-122.314065,119870.4
E31:N23,9536,47.659477,-122.31407,119916.7
E31:N23,9537,47.662107,-122.314008,120876.2
E31:N23,9538,47.662588,-122.314011,121051.7
E31:N23,9539,47.663069,-122.314024,121227.2
E31:N23,9540,47.66355,-122.314048,121402.8
E31:N23,9541,47.664031,-122.314082,121578.5
E31:N23,9542,47.664511,-122.314126,121753.9
E31:N23,9543,47.664991,-122.314181,121929.5
E31:N23,9544,47.66547,-122.314246,122105.0
E31:N23,9545,47.665949,-122.314321,122280.7
E31:N23,9546,47.674801,-122.315812,125530.4
E31:N23,9547,47.675191,-122.315854,125673.0
E31:N23,9548,47.675387,-122.315866,125744.6
E31:N23,9549,47.677437,-122.3159,126492.4
E31:N23,9550,47.677682,-122.315912,126581.8
E31:N23,9551,47.677896,-122.315934,126660.0
E31:N23,9552,47.678086,-122.315965,126729.7
E31:N23,9553,47.678274,-122.316006,126799.0
E31:N23,9554,47.678462,-122.316057,126868.7
E31:N23,9555,47.678648,-122.316119,126938.2
E31:N23,9556,47.678832,-122.31619,127007.6
E31:N23,9557,47.679015,-122.316271,127077.3
E31:N23,9558,47.679195,-122.316362,127146.7
E31:N23,9559,47.679373,-122.316463,127216.2
E31:N23,9560,47.679548,-122.316573,127285.5
E31:N23,9561,47.679721,-122.316693,127355.2
E31:N23,9562,47.67989,-122.316822,127424.6
E31:N23,9563,47.680057,-122.31696,127494.4
E31:N23,9564,47.680219,-122.317107,127563.7
E31:N23,9565,47.680378,-122.317262,127633.1
E31:N23,9566,47.680612,-122.317514,127738.6
E31:N23,9567,47.680861,-122.317808,127854.8
E31:N23,9568,47.687713,-122.32607,131077.9
E31:N23,9569,47.687899,-122.326289,131164.6
E31:N23,9570,47.688073,-122.326482,131243.9
E31:N23,9571,47.688252,-122.326668,131323.7
E31:N23,9572,47.688435,-122.326846,131403.6
E31:N23,9573,47.688621,-122.327015,131483.2
E31:N23,9574,47.68881,-122.327175,131562.6
E31:N23,9575,47.689003,-122.327327,131642.3
E31:N23,9576,47.689199,-122.32747,131722.0
E31:N23,9577,47.689398,-122.327604,131801.7
E31:N23,9578,47.689599,-122.327729,131881.2
E31:N23,9579,47.689803,-122.327844,131960.8
E31:N23,9580,47.690009,-122.32795,132040.3
E31:N23,9581,47.690218,-122.328046,132120.1
E31:N23,9582,47.690428,-122.328134,132199.7
E31:N23,9583,47.69064,-122.328211,132279.3
E31:N23,9584,47.690854,-122.328278,132359.1
E31:N23,9585,47.691068,-122.328336,132438.5
E31:N23,9586,47.691284,-122.328384,132518.2
E31:N23,9587,47.691501,-122.328422,132597.9
E31:N23,9588,47.691719,-122.328451,132677.7
E31:N23,9589,47.691936,-122.328469,132757.0
E31:N23,9590,47.692155,-122.328477,132836.9
E31:N23,9591,47.695336,-122.32841,133997.3
E31:N23,9592,47.695749,-122.328417,134148.0
E31:N23,9593,47.695955,-122.328433,134223.2
E31:N23,9594,47.696248,-122.328471,134330.5
E31:N23,9595,47.697578,-122.328703,134819.0
E31:N23,9596,47.697806,-122.328731,134902.5
E31:N23,9597,47.698034,-122.32875,134985.8
E31:N23,9598,47.698263,-122.328759,135069.4
E31:N23,9599,47.698491,-122.328758,135152.6
E31:N23,9600,47.69872,-122.328747,135236.2
E31:N23,9601,47.698948,-122.328727,135319.5
E31:N23,9602,47.699205,-122.328692,135413.6
E31:N23,9603,47.701502,-122.328266,136258.0
E31:N23,9604,47.701765,-122.328228,136354.4
E31:N23,9605,47.701947,-122.328213,136420.9
E31:N23,9606,47.702184,-122.328205,136507.4
E31:N23,9607,47.702624,-122.328208,136667.9
E31:N23,9608,47.704691,-122.328238,137421.9
E31:N23,9609,47.704892,-122.328252,137495.3
E31:N23,9610,47.704993,-122.328266,137532.3
E31:N23,9611,47.705236,-122.328318,137621.9
E31:N23,9612,47.70552,-122.328415,137728.2
E31:N23,9613,47.706378,-122.328764,138052.8
E31:N23,9614,47.706609,-122.328852,138139.8
E31:N23,9615,47.706911,-122.328947,138252.4
E31:N23,9616,47.707114,-122.328997,138327.5
E31:N23,9617,47.707318,-122.329037,138402.6
E31:N23,9618,47.707625,-122.329077,138515.0
E31:N23,9619,47.707831,-122.32909,138590.2
E31:N23,9620,47.708005,-122.329093,138653.7
E31:N23,9621,47.709007,-122.329054,139019.3
E31:N23,9622,47.709347,-122.32903,139143.5
E31:N23,9623,47.709533,-122.329006,139211.6
E31:N23,9624,47.70981,-122.328952,139313.5
E31:N23,9625,47.709994,-122.328903,139381.7
E31:N23,9626,47.710177,-122.328846,139449.9
E31:N23,9627,47.710358,-122.328778,139518.0
E31:N23,9628,47.710626,-122.32866,139620.0
E31:N23,9629,47.710803,-122.32857,139688.3
E31:N23,9630,47.710977,-122.328471,139756.3
E31:N23,9631,47.711234,-122.328305,139858.6
E31:N23,9632,47.711467,-122.328133,139953.6
E31:N23,9633,47.712729,-122.327098,140479.7
E31:N23,9634,47.712917,-122.326951,140557.2
E31:N23,9635,47.713086,-122.326829,140625.8
E31:N23,9636,47.7134,-122.326631,140750.3
E31:N23,9637,47.714308,-122.326119,141104.7
E31:N23,9638,47.714603,-122.325938,141221.2
E31:N23,9639,47.714757,-122.325833,141283.0
E31:N23,9640,47.714934,-122.325701,141355.3
E31:N23,9641,47.715917,-122.32493,141761.0
E31:N23,9642,47.716138,-122.324771,141850.6
E31:N23,9643,47.71633,-122.324644,141927.3
E31:N23,9644,47.716525,-122.324525,142004.2
E31:N23,9645,47.716722,-122.324415,142081.0
E31:N23,9646,47.716921,-122.324314,142157.7
E31:N23,9647,47.717122,-122.324221,142234.5
E31:N23,9648,47.717325,-122.324137,142311.4
E31:N23,9649,47.717529,-122.324062,142388.1
E31:N23,9650,47.717735,-122.323996,142465.0
E31:N23,9651,47.717942,-122.323939,142541.8
E31:N23,9652,47.71815,-122.323891,142618.6
E31:N23,9653,47.718359,-122.323852,142695.4
E31:N23,9654,47.718569,-122.323823,142772.3
E31:N23,9655,47.718779,-122.323802,142849.1
E31:N23,9656,47.71995,-122.323755,143276.4
E31:N23,9657,47.720353,-122.323759,143423.4
E31:N23,9658,47.721597,-122.323833,143877.5
E31:N23,9659,47.722076,-122.323845,144052.2
E31:N23,9660,47.722418,-122.323839,144177.0
E31:N23,9661,47.725963,-122.323705,145470.5
E31:N23,9662,47.726426,-122.323692,145639.4
E31:N23,9663,47.731574,-122.323614,147517.3
E31:N23,9664,47.731938,-122.323616,147650.1
E31:N23,9665,47.732224,-122.32363,147754.5
E31:N23,9666,47.733095,-122.323694,148072.6
E31:N23,9667,47.733262,-122.32371,148133.6
E31:N23,9668,47.733411,-122.323734,148188.3
E31:N23,9669,47.73355,-122.323764,148239.5
E31:N23,9670,47.733688,-122.323802,148290.7
E31:N23,9671,47.733826,-122.323849,148342.3
E31:N23,9672,47.733961,-122.323903,148393.3
E31:N23,9673,47.734154,-122.323995,148467.3
E31:N23,9674,47.734812,-122.324359,148723.5
E31:N23,9675,47.735158,-122.324564,148859.4
E31:N23,9676,47.736797,-122.325599,149509.2
E31:N23,9677,47.737134,-122.325822,149643.8
E31:N23,9678,47.73794,-122.326399,149970.3
E31:N23,9679,47.738219,-122.326589,150082.3
E31:N23,9680,47.741633,-122.328745,151435.9
E31:N23,9681,47.741906,-122.328903,151542.8
E31:N23,9682,47.742179,-122.329037,151647.7
E31:N23,9683,47.742456,-122.329149,151752.4
E31:N23,9684,47.742737,-122.329239,151857.3
E31:N23,9685,47.742926,-122.329288,151927.3
E31:N23,9686,47.743116,-122.329326,151997.2
E31:N23,9687,47.743306,-122.329355,152066.9
E31:N23,9688,47.743497,-122.329374,152136.7
E31:N23,9689,47.743689,-122.329382,152206.8
E31:N23,9690,47.74388,-122.329381,152276.5
E31:N23,9691,47.744167,-122.329361,152381.3
E31:N23,9692,47.744358,-122.329335,152451.3
E31:N23,9693,47.744643,-122.329278,152556.2
E31:N23,9694,47.744911,-122.329204,152655.6
E31:N23,9695,47.746635,-122.328623,153300.5
E31:N23,9696,47.747028,-122.328508,153446.6
E31:N23,9697,47.747242,-122.328459,153525.6
E31:N23,9698,47.747458,-122.328421,153604.9
E31:N23,9699,47.747674,-122.328393,153684.0
E31:N23,9700,47.74789,-122.328375,153762.9
E31:N23,9701,47.748107,-122.328367,153842.1
E31:N23,9702,47.748324,-122.328369,153921.3
E31:N23,9703,47.74854,-122.328382,154000.2
E31:N23,9704,47.748757,-122.328404,154079.5
E31:N23,9705,47.748973,-122.328437,154158.7
E31:N23,9706,47.749187,-122.32848,154237.5
E31:N23,9707,47.749401,-122.328533,154316.6
E31:N23,9708,47.749614,-122.328596,154395.8
E31:N23,9709,47.749981,-122.328729,154533.6
E31:N23,9710,47.751361,-122.329293,155055.7
E31:N23,9711,47.751657,-122.329395,155166.5
E31:N23,9712,47.751883,-122.329459,155250.4
E31:N23,9713,47.752224,-122.329533,155376.1
E31:N23,9714,47.752567,-122.329581,155501.8
E31:N23,9715,47.752911,-122.329602,155627.4
E31:N23,9716,47.753256,-122.329596,155753.3
E31:N23,9717,47.7536,-122.329563,155879.0
E31:N23,9718,47.753942,-122.329504,156004.6
E31:N23,9719,47.754282,-122.329418,156130.4
E31:N23,9720,47.754507,-122.329346,156214.4
E31:N23,9721,47.75473,-122.329263,156298.3
E31:N23,9722,47.75506,-122.329116,156424.0
E31:N23,9723,47.755358,-122.328961,156539.2
E31:N23,9724,47.756183,-122.328506,156860.3
E31:N23,9725,47.756351,-122.328406,156926.3
E31:N23,9726,47.756587,-122.328253,157020.3
E31:N23,9727,47.756934,-122.328001,157161.2
E31:N23,9728,47.757289,-122.327708,157309.4
E31:N23,9729,47.761646,-122.323823,159163.8
E31:N23,9730,47.761853,-122.323658,159249.5
E31:N23,9731,47.761998,-122.323556,159308.0
E31:N23,9732,47.762146,-122.323463,159366.6
E31:N23,9733,47.762296,-122.323378,159425.2
E31:N23,9734,47.762448,-122.323301,159483.8
E31:N23,9735,47.762602,-122.323234,159542.3
E31:N23,9736,47.762758,-122.323176,159601.0
E31:N23,9737,47.763051,-122.323091,159709.9
E31:N23,9738,47.768438,-122.321891,161696.9
E31:N23,9739,47.768608,-122.32185,161759.7
E31:N23,9740,47.768843,-122.321782,161847.0
E31:N23,9741,47.769192,-122.321657,161978.0
E31:N23,9742,47.769422,-122.321559,162065.3
E31:N23,9743,47.769762,-122.32139,162196.1
E31:N23,9744,47.770096,-122.321195,162327.0
E31:N23,9745,47.770315,-122.32105,162414.5
E31:N23,9746,47.77066,-122.320796,162555.0
E31:N23,9747,47.773797,-122.318356,163847.0
E31:N23,9748,47.774001,-122.318212,163929.4
E31:N23,9749,47.774188,-122.318091,164003.8
E31:N23,9750,47.774376,-122.317978,164077.8
E31:N23,9751,47.774567,-122.317874,164152.0
E31:N23,9752,47.774759,-122.317778,164225.9
E31:N23,9753,47.774954,-122.31769,164300.2
E31:N23,9754,47.77515,-122.317611,164374.3
E31:N23,9755,47.775348,-122.317541,164448.5
E31:N23,9756,47.775547,-122.31748,164522.6
E31:N23,9757,47.775769,-122.317421,164604.9
E31:N23,9758,47.780196,-122.316526,166234.7
E31:N23,9759,47.780485,-122.316458,166341.4
E31:N23,9760,47.780836,-122.31635,166472.2
E31:N23,9761,47.781068,-122.316263,166559.5
E31:N23,9762,47.781298,-122.316164,166646.9
E31:N23,9763,47.781638,-122.315993,166777.9
E31:N23,9764,47.781861,-122.315864,166865.2
E31:N23,9765,47.782018,-122.315766,166927.3
E31:N23,9766,47.783218,-122.314977,167406.1
E31:N23,9767,47.783353,-122.314903,167458.6
E31:N23,9768,47.783476,-122.314847,167505.5
E31:N23,9769,47.7836,-122.314799,167552.2
E31:N23,9770,47.783725,-122.31476,167598.8
E31:N23,9771,47.783852,-122.31473,167645.7
E31:N23,9772,47.783979,-122.314709,167692.3
E31:N23,9773,47.784178,-122.314695,167765.0
E31:N23,9774,47.785769,-122.314711,168345.4
E31:N23,9775,47.786074,-122.314728,168456.7
E31:N23,9776,47.786212,-122.314747,168507.3
E31:N23,9777,47.78635,-122.314776,168558.1
E31:N23,9778,47.786481,-122.314811,168606.7
E31:N23,9779,47.788248,-122.315412,169268.0
E31:N23,9780,47.788416,-122.315473,169331.1
E31:N23,9781,47.788547,-122.315529,169380.8
E31:N23,9782,47.788761,-122.315645,169463.9
E31:N23,9783,47.788921,-122.315755,169528.2
E31:N23,9784,47.789085,-122.315885,169596.0
E31:N23,9785,47.789702,-122.316406,169854.9
E31:N23,9786,47.789835,-122.316506,169909.3
E31:N23,9787,47.789993,-122.316608,169972.2
E31:N23,9788,47.790197,-122.316711,170050.8
E31:N23,9789,47.790363,-122.316774,170113.3
E31:N23,9790,47.790576,-122.316829,170192.2
E31:N23,9791,47.790776,-122.316856,170265.5
E31:N23,9792,47.791061,-122.316857,170369.5
E31:N23,9793,47.792583,-122.316789,170924.9
E31:N23,9794,47.792947,-122.316766,171057.8
E31:N23,9795,47.793162,-122.316745,171136.4
E31:N23,9796,47.793376,-122.316718,171214.7
E31:N23,9797,47.793804,-122.316649,171371.7
E31:N23,9798,47.795038,-122.3164,171826.0
E31:N23,9799,47.795362,-122.316342,171945.0
E31:N23,9800,47.795855,-122.31628,172125.5
E31:N23,9801,47.796102,-122.316261,172215.7
E31:N23,9802,47.79635,-122.316249,172306.2
E31:N23,9803,47.796626,-122.316245,172406.9
E31:N23,9804,47.799182,-122.316278,173339.3
E31:N23,9805,47.799467,-122.31627,173443.3
E31:N23,9806,47.799668,-122.316241,173517.0
E31:N23,9807,47.799842,-122.316196,173581.4
E31:N23,9808,47.800056,-122.316115,173662.0
E31:N23,9809,47.800224,-122.31603,173726.7
E31:N23,9810,47.800427,-122.3159,173807.3
E31:N23,9811,47.800622,-122.315744,173888.1
E31:N23,9812,47.800786,-122.315586,173959.4
E31:N23,9813,47.800964,-122.315386,174040.8
E31:N23,9814,47.803439,-122.312406,175203.3
E31:N23,9815,47.803761,-122.311981,175360.5
E31:N23,9816,47.803967,-122.311685,175465.1
E31:N23,9817,47.804166,-122.311378,175569.8
E31:N23,9818,47.804358,-122.311061,175674.6
E31:N23,9819,47.804609,-122.31061,175818.4
E31:N23,9820,47.809877,-122.300747,178911.4
E31:N23,9821,47.81004,-122.300457,179004.2
E31:N23,9822,47.810187,-122.300216,179084.1
E31:N23,9823,47.810318,-122.300018,179152.3
E31:N23,9824,47.810454,-122.299828,179220.4
E31:N23,9825,47.810595,-122.299645,179288.7
E31:N23,9826,47.810741,-122.299471,179357.0
E31:N23,9827,47.81089,-122.299304,179425.1
E31:N23,9828,47.811044,-122.299147,179493.2
E31:N23,9829,47.811202,-122.298998,179561.5
E31:N23,9830,47.811364,-122.298858,179629.9
E31:N23,9831,47.811529,-122.298727,179698.2
E31:N23,9832,47.811697,-122.298605,179766.4
E31:N23,9833,47.811868,-122.298494,179834.5
E31:N23,9834,47.812016,-122.298406,179892.7
E31:N23,9835,47.8132,-122.297768,180352.2
E31:N23,9836,47.813447,-122.297624,180449.0
E31:N23,9837,47.813615,-122.297509,180516.5
E31:N23,9838,47.813767,-122.297389,180579.3
E31:N23,9839,47.813915,-122.297258,180642.2
E31:N23,9840,47.814058,-122.297115,180705.1
E31:N23,9841,47.814196,-122.296962,180767.9
E31:N23,9842,47.814328,-122.296798,180830.7
E31:N23,9843,47.814454,-122.296624,180893.5
E31:N23,9844,47.814573,-122.296443,180955.6
E31:N23,9845,47.814731,-122.296178,181042.6
E31:N23,9846,47.815882,-122.29419,181686.7
N23:C09,3762,47.815455,-122.295179,0.0
N23:C09,3763,47.814976,-122.295999,266.7
N23:C09,3764,47.814805,-122.296267,357.4
N23:C09,3765,47.814627,-122.296526,448.3
N23:C09,3766,47.814496,-122.296706,513.4
N23:C09,3767,47.814342,-122.296898,586.8
N23:C09,3768,47.814181,-122.297077,660.2
N23:C09,3769,47.814014,-122.297244,733.6
N23:C09,3770,47.8139,-122.297348,782.4
N23:C09,3771,47.813724,-122.297492,855.7
N23:C09,3772,47.813605,-122.297581,904.3
N23:C09,3773,47.813421,-122.297702,977.7
N23:C09,3774,47.813206,-122.297825,1061.7
N23:C09,3775,47.812029,-122.298459,1518.4
N23:C09,3776,47.811882,-122.298547,1576.2
N23:C09,3777,47.811712,-122.298658,1643.9
N23:C09,3778,47.811546,-122.298778,1711.2
N23:C09,3779,47.811382,-122.298908,1779.0
N23:C09,3780,47.811222,-122.299047,1846.6
N23:C09,3781,47.811065,-122.299194,1914.3
N23:C09,3782,47.810913,-122.299351,1981.8
N23:C09,3783,47.810764,-122.299515,2049.5
N23:C09,3784,47.81062,-122.299689,2117.2
